Date,AUD,CAD,CHF,CNY,EUR,GBP,INR,JPY,KRW,MXN,NZD
2017-03-31,0.7638,1.3321,0.9998,6.8832,1.0698,1.2537,64.8500,111.4100,1117.4800,18.8290,0.7001
2017-04-03,0.7601,1.3388,1.0029,6.8832,1.0655,1.2479,65.0300,110.9600,1117.6500,18.7325,0.6997
2017-04-04,0.7567,1.3413,1.0022,6.8832,1.0664,1.2437,65.1000,110.7400,1122.6100,18.8180,0.6977
2017-04-05,0.7575,1.3410,1.0050,6.8920,1.0661,1.2488,64.8700,111.2000,1126.5800,18.7235,0.6955
2017-04-06,0.7549,1.3409,1.0046,6.8955,1.0651,1.2486,64.5800,111.0200,1131.2100,18.7450,0.6973
2017-04-07,0.7516,1.3396,1.0066,6.8978,1.0616,1.2398,64.2600,110.7600,1133.8900,18.6480,0.6957
2017-04-10,0.7500,1.3347,1.0077,6.8988,1.0606,1.2418,64.5500,110.9500,1141.2400,18.6910,0.6965
2017-04-11,0.7497,1.3333,1.0072,6.8893,1.0614,1.2484,64.5500,109.7400,1147.7700,18.7485,0.6956
2017-04-12,0.7485,1.3302,1.0054,6.8890,1.0611,1.2500,64.6800,109.5400,1138.8300,18.7665,0.6925
2017-04-13,0.7585,1.3266,1.0047,6.8865,1.0630,1.2522,64.4200,109.2300,1133.3200,18.5350,0.7011
2017-04-14,0.7575,1.3316,1.0038,6.8835,1.0625,1.2531,64.4200,108.6300,1136.6700,18.5293,0.7009
2017-04-17,0.7604,1.3277,1.0022,6.8800,1.0660,1.2587,64.5300,108.4600,1134.2500,18.5480,0.7028
2017-04-18,0.7553,1.3381,0.9978,6.8778,1.0706,1.2769,64.5600,108.4000,1143.8900,18.4780,0.7034
2017-04-19,0.7500,1.3467,0.9986,6.8860,1.0707,1.2789,64.6200,109.0600,1142.3700,18.8680,0.7002
2017-04-20,0.7540,1.3479,0.9960,6.8800,1.0758,1.2830,64.6100,109.3400,1136.2900,18.8480,0.7017
2017-04-21,0.7539,1.3502,0.9987,6.8845,1.0694,1.2783,64.6500,109.0800,1134.2200,18.8425,0.7020
2017-04-24,0.7558,1.3517,0.9964,6.8840,1.0846,1.2783,64.4800,109.7400,1132.1900,18.6900,0.7019
2017-04-25,0.7538,1.3614,0.9925,6.8824,1.0941,1.2836,64.3200,110.8800,1126.5400,18.9305,0.6949
2017-04-26,0.7462,1.3591,0.9957,6.8918,1.0872,1.2838,64.0800,111.5200,1133.1700,19.1490,0.6880
2017-04-27,0.7452,1.3664,0.9948,6.8958,1.0864,1.2889,64.1400,111.1300,1133.8300,19.1190,0.6854
2017-04-28,0.7475,1.3669,0.9944,6.8900,1.0895,1.2938,64.2700,111.4400,1136.9900,18.9340,0.6860
2017-05-01,0.7534,1.3653,0.9955,6.8900,1.0912,1.2917,64.2500,111.7800,1134.8700,18.7610,0.6914
2017-05-02,0.7523,1.3742,0.9913,6.8949,1.0910,1.2921,64.1600,112.0600,1129.1600,18.7800,0.6923
2017-05-03,0.7451,1.3705,0.9913,6.8968,1.0920,1.2916,64.1700,112.3400,1131.2500,18.7950,0.6912
2017-05-04,0.7403,1.3745,0.9890,6.8959,1.0967,1.2910,64.2200,112.7000,1134.2000,19.0145,0.6854
2017-05-05,0.7414,1.3699,0.9876,6.9021,1.0996,1.2950,64.3100,112.6300,1136.4900,19.0040,0.6915
2017-05-08,0.7386,1.3712,0.9979,6.9040,1.0928,1.2942,64.3200,112.8400,1132.9100,19.1055,0.6910
2017-05-09,0.7352,1.3715,1.0074,6.9060,1.0875,1.2939,64.6600,114.1900,1134.8400,19.1225,0.6899
2017-05-10,0.7383,1.3652,1.0088,6.9011,1.0873,1.2939,64.5300,114.0200,1132.1300,18.9705,0.6946
2017-05-11,0.7374,1.3693,1.0061,6.9033,1.0869,1.2885,64.4300,113.7700,1127.5100,18.8825,0.6849
2017-05-12,0.7397,1.3717,1.0008,6.8972,1.0926,1.2880,64.2400,113.3000,1121.6800,18.7640,0.6860
2017-05-15,0.7425,1.3648,0.9964,6.8900,1.0979,1.2917,64.0400,113.5400,1115.0100,18.6600,0.6886
2017-05-16,0.7429,1.3590,0.9878,6.8840,1.1072,1.2912,64.0300,113.2400,1115.0000,18.6195,0.6881
2017-05-17,0.7426,1.3594,0.9808,6.8773,1.1134,1.2944,64.1100,111.4600,1118.6700,18.6280,0.6926
2017-05-18,0.7432,1.3604,0.9763,6.8880,1.1130,1.3009,64.8700,110.8200,1129.1700,18.9265,0.6916
2017-05-19,0.7449,1.3537,0.9754,6.8830,1.1190,1.3018,64.5600,111.4700,1116.7100,18.6780,0.6913
2017-05-22,0.7476,1.3503,0.9736,6.8828,1.1236,1.3006,64.5300,111.1500,1114.7100,18.6695,0.6990
2017-05-23,0.7485,1.3492,0.9740,6.8880,1.1198,1.2984,64.8500,111.6400,1125.0200,18.6380,0.7014
2017-05-24,0.7463,1.3454,0.9769,6.8883,1.1175,1.2935,64.7400,112.0200,1122.8300,18.5665,0.7012
2017-05-25,0.7466,1.3457,0.9720,6.8672,1.1218,1.2954,64.5500,111.7000,1119.7100,18.4660,0.7043
2017-05-26,0.7440,1.3454,0.9753,6.8525,1.1170,1.2795,64.5000,111.3000,1118.6700,18.4990,0.7055
2017-05-29,.,.,.,.,.,.,.,.,.,.,.
2017-05-30,0.7465,1.3462,0.9744,6.8525,1.1183,1.2858,64.6600,110.6800,1122.8700,18.6590,0.7095
2017-05-31,0.7437,1.3498,0.9684,6.8098,1.1236,1.2905,64.5000,110.7100,1119.5800,18.6550,0.7100
2017-06-01,0.7387,1.3484,0.9712,6.8029,1.1214,1.2894,64.3900,111.2400,1120.8500,18.5775,0.7064
2017-06-02,0.7441,1.3500,0.9642,6.8085,1.1270,1.2885,64.4100,110.4900,1117.4900,18.6700,0.7141
2017-06-05,0.7479,1.3484,0.9657,6.8030,1.1250,1.2917,64.3400,110.4900,1118.4400,18.3895,0.7141
2017-06-06,0.7514,1.3451,0.9628,6.7945,1.1266,1.2901,64.4200,109.3400,1118.5300,18.2825,0.7201
2017-06-07,0.7550,1.3514,0.9657,6.7935,1.1236,1.2941,64.3900,109.5400,1124.1600,18.2305,0.7196
2017-06-08,0.7543,1.3494,0.9675,6.7990,1.1217,1.2939,64.2400,110.1000,1122.7300,18.1775,0.7219
2017-06-09,0.7532,1.3434,0.9700,6.7970,1.1190,1.2737,64.2400,110.6100,1123.5100,18.1855,0.7207
2017-06-12,0.7539,1.3447,0.9688,6.7974,1.1204,1.2658,64.4800,109.7200,1130.5500,18.1725,0.7206
2017-06-13,0.7540,1.3226,0.9692,6.7981,1.1194,1.2739,64.3300,110.1200,1127.7900,18.0780,0.7221
2017-06-14,0.7619,1.3201,0.9662,6.7888,1.1277,1.2808,64.2300,109.1600,1116.4500,17.9300,0.7303
2017-06-15,0.7582,1.3286,0.9749,6.8061,1.1152,1.2768,64.5800,110.6600,1129.9100,18.0900,0.7209
2017-06-16,0.7622,1.3235,0.9739,6.8097,1.1194,1.2778,64.5000,110.8400,1133.2000,17.9195,0.7252
2017-06-19,0.7605,1.3202,0.9745,6.8180,1.1160,1.2743,64.4500,111.3400,1134.6900,17.9360,0.7244
2017-06-20,0.7575,1.3268,0.9759,6.8285,1.1124,1.2628,64.5400,111.4600,1141.3300,18.1255,0.7239
2017-06-21,0.7549,1.3323,0.9744,6.8275,1.1143,1.2667,64.5200,111.5800,1143.0100,18.1540,0.7214
2017-06-22,0.7542,1.3236,0.9728,6.8275,1.1148,1.2659,64.6000,111.3600,1143.0100,18.1120,0.7265
2017-06-23,0.7578,1.3263,0.9692,6.8345,1.1196,1.2727,64.4700,111.2600,1132.9900,17.9620,0.7294
2017-06-26,0.7590,1.3228,0.9706,6.8382,1.1196,1.2732,64.4300,111.4800,1132.4800,17.8830,0.7303
2017-06-27,0.7588,1.3176,0.9638,6.8100,1.1300,1.2791,64.4700,112.4200,1137.7700,17.9735,0.7278
2017-06-28,0.7638,1.3043,0.9608,6.7984,1.1364,1.2936,64.5500,112.1800,1141.9100,17.8890,0.7308
2017-06-29,0.7680,1.3010,0.9569,6.7840,1.1420,1.2984,64.6600,112.3200,1144.0700,18.0310,0.7290
2017-06-30,0.7676,1.2982,0.9586,6.7793,1.1411,1.2995,64.6200,112.4000,1143.7500,18.0760,0.7322
2017-07-03,0.7652,1.3000,0.9632,6.7984,1.1367,1.2951,64.8400,113.3200,1149.2600,18.2215,0.7299
2017-07-04,.,.,.,.,.,.,.,.,.,.,.
2017-07-05,0.7588,1.2998,0.9652,6.7995,1.1336,1.2934,64.8000,113.2000,1153.0600,18.3295,0.7273
2017-07-06,0.7584,1.2933,0.9634,6.7990,1.1409,1.2967,64.7200,113.2800,1156.5500,18.3070,0.7266
2017-07-07,0.7599,1.2870,0.9644,6.8039,1.1396,1.2880,64.6200,114.1000,1153.8500,18.1440,0.7273
2017-07-10,0.7599,1.2883,0.9658,6.8026,1.1396,1.2884,64.4500,114.0800,1149.3500,17.9810,0.7269
2017-07-11,0.7614,1.2921,0.9672,6.8010,1.1430,1.2851,64.5400,114.2000,1149.8300,17.9530,0.7209
2017-07-12,0.7673,1.2768,0.9648,6.7865,1.1411,1.2889,64.5300,113.1900,1138.3200,17.7670,0.7261
2017-07-13,0.7728,1.2739,0.9685,6.7825,1.1385,1.2921,64.4600,113.3900,1137.2200,17.7390,0.7315
2017-07-14,0.7813,1.2655,0.9654,6.7741,1.1452,1.3079,64.3800,112.6600,1127.7900,17.5620,0.7331
2017-07-17,0.7811,1.2673,0.9627,6.7690,1.1470,1.3058,64.3400,112.7600,1127.7400,17.6000,0.7322
2017-07-18,0.7923,1.2663,0.9526,6.7451,1.1578,1.3026,64.3200,111.8900,1123.6900,17.4990,0.7368
2017-07-19,0.7946,1.2586,0.9548,6.7511,1.1518,1.3036,64.2400,111.7700,1122.9200,17.4775,0.7357
2017-07-20,0.7958,1.2582,0.9507,6.7570,1.1634,1.2976,64.3700,111.6800,1120.7700,17.5120,0.7394
2017-07-21,0.7911,1.2545,0.9468,6.7663,1.1655,1.2968,64.3800,111.1800,1117.4700,17.5630,0.7437
2017-07-24,0.7926,1.2519,0.9456,6.7488,1.1642,1.3028,64.3900,111.1000,1113.8200,17.6835,0.7430
2017-07-25,0.7949,1.2512,0.9496,6.7495,1.1656,1.3046,64.3800,111.5700,1117.0200,17.7630,0.7424
2017-07-26,0.7922,1.2506,0.9580,6.7530,1.1632,1.3048,64.3200,112.1000,1117.7600,17.7560,0.7431
2017-07-27,0.7962,1.2529,0.9656,6.7410,1.1656,1.3065,64.1100,111.6200,1115.1500,17.6915,0.7491
2017-07-28,0.7991,1.2436,0.9685,6.7362,1.1754,1.3124,64.1100,110.8700,1121.4900,17.7535,0.7506
2017-07-31,0.7988,1.2490,0.9650,6.7240,1.1826,1.3196,64.1800,110.3800,1121.8600,17.8590,0.7503
2017-08-01,0.7974,1.2540,0.9655,6.7170,1.1799,1.3206,64.0600,110.3300,1121.0900,17.8085,0.7474
2017-08-02,0.7983,1.2544,0.9684,6.7200,1.1861,1.3236,63.6400,110.4300,1121.5500,17.8200,0.7445
2017-08-03,0.7945,1.2563,0.9690,6.7150,1.1880,1.3144,63.6700,110.1200,1127.7300,17.8845,0.7438
2017-08-04,0.7924,1.2639,0.9721,6.7272,1.1754,1.3036,63.6400,110.7600,1128.0200,17.8650,0.7414
2017-08-07,0.7905,1.2684,0.9728,6.7207,1.1788,1.3021,63.8300,110.7600,1127.3900,17.9660,0.7353
2017-08-08,0.7905,1.2658,0.9766,6.7049,1.1724,1.2968,63.6900,110.7400,1125.6000,17.9135,0.7328
2017-08-09,0.7872,1.2711,0.9649,6.6720,1.1748,1.2997,63.8600,110.0400,1138.6900,17.9835,0.7317
2017-08-10,0.7888,1.2705,0.9647,6.6460,1.1751,1.2978,64.0500,109.3700,1144.3600,17.8740,0.7276
2017-08-11,0.7880,1.2689,0.9620,6.6612,1.1811,1.2988,64.1400,109.0600,1141.5700,17.8380,0.7305
2017-08-14,0.7864,1.2698,0.9714,6.6695,1.1786,1.2975,64.0800,109.4800,1137.2200,17.7685,0.7297
2017-08-15,0.7822,1.2745,0.9718,6.6845,1.1736,1.2862,64.1200,110.4200,1135.4700,17.8365,0.7241
2017-08-16,0.7882,1.2708,0.9744,6.6900,1.1703,1.2860,64.1600,110.8000,1137.7500,17.7290,0.7263
2017-08-17,0.7918,1.2650,0.9633,6.6730,1.1736,1.2888,64.1500,109.8800,1138.2300,17.7470,0.7308
2017-08-18,0.7933,1.2585,0.9642,6.6700,1.1748,1.2847,64.1000,109.3200,1139.8300,17.7560,0.7329
2017-08-21,0.7936,1.2587,0.9629,6.6630,1.1814,1.2903,64.1000,108.8900,1137.1400,17.6460,0.7326
2017-08-22,0.7913,1.2559,0.9668,6.6600,1.1762,1.2834,64.0700,109.4000,1131.7900,17.6400,0.7292
2017-08-23,0.7893,1.2558,0.9667,6.6569,1.1802,1.2787,64.0400,109.1400,1128.5900,17.7070,0.7208
2017-08-24,0.7905,1.2528,0.9646,6.6600,1.1801,1.2802,64.0400,109.3400,1127.8000,17.7050,0.7215
2017-08-25,0.7929,1.2494,0.9574,6.6465,1.1874,1.2873,64.0000,109.2400,1121.7300,17.6140,0.7232
2017-08-28,0.7956,1.2492,0.9554,6.6084,1.1973,1.2927,63.9000,109.2200,1117.7500,17.8250,0.7249
2017-08-29,0.7973,1.2517,0.9480,6.5945,1.2025,1.2937,64.0200,109.0200,1122.5000,17.8710,0.7271
2017-08-30,0.7905,1.2608,0.9583,6.5918,1.1927,1.2934,63.9800,110.2000,1122.0500,17.7441,0.7210
2017-08-31,0.7932,1.2515,0.9610,6.5888,1.1894,1.2888,63.9300,110.0600,1122.3600,17.7875,0.7170
2017-09-01,0.7980,1.2372,0.9626,6.5552,1.1878,1.2972,64.0200,110.0900,1119.1200,17.7835,0.7167
2017-09-04,.,.,.,.,.,.,.,.,.,.,.
2017-09-05,0.8010,1.2355,0.9577,6.5345,1.1911,1.3013,64.1200,108.9400,1130.0100,17.8325,0.7252
2017-09-06,0.8016,1.2210,0.9537,6.5221,1.1943,1.3073,64.0600,108.7500,1132.4900,17.7980,0.7222
2017-09-07,0.8038,1.2132,0.9498,6.4830,1.2028,1.3094,64.0100,108.2600,1125.4900,17.7040,0.7236
2017-09-08,0.8071,1.2131,0.9456,6.4773,1.2041,1.3211,63.7800,107.7200,1133.0800,17.7245,0.7279
2017-09-11,0.8024,1.2136,0.9533,6.5254,1.1964,1.3173,63.9300,109.0300,1129.7500,17.6470,0.7250
2017-09-12,0.8042,1.2154,0.9596,6.5334,1.1968,1.3280,64.0300,110.0100,1126.5600,17.7510,0.7297
2017-09-13,0.7987,1.2192,0.9639,6.5400,1.1898,1.3218,64.0000,110.5800,1129.3700,17.7865,0.7234
2017-09-14,0.7980,1.2207,0.9660,6.5520,1.1886,1.3398,64.1200,110.6600,1132.5900,17.7220,0.7209
2017-09-15,0.8007,1.2183,0.9594,6.5500,1.1959,1.3578,64.1000,110.8400,1130.6800,17.6865,0.7289
2017-09-18,0.7966,1.2231,0.9630,6.5725,1.1938,1.3485,64.1500,111.4800,1127.0700,17.7580,0.7261
2017-09-19,0.8014,1.2262,0.9628,6.5800,1.1980,1.3517,64.3000,111.4900,1128.8300,17.7675,0.7323
2017-09-20,0.8070,1.2267,0.9617,6.5700,1.1998,1.3564,64.2900,111.5000,1125.5300,17.6895,0.7388
2017-09-21,0.7940,1.2328,0.9692,6.5861,1.1946,1.3576,64.8000,112.3000,1130.8700,17.8250,0.7318
2017-09-22,0.7975,1.2305,0.9694,6.5899,1.1969,1.3531,64.7900,112.0100,1130.3900,17.7355,0.7343
2017-09-25,0.7937,1.2347,0.9682,6.6189,1.1852,1.3457,65.1200,111.6400,1134.5900,17.9050,0.7267
2017-09-26,0.7880,1.2379,0.9706,6.6371,1.1772,1.3422,65.4600,112.1600,1136.2900,18.0070,0.7190
2017-09-27,0.7866,1.2402,0.9745,6.6400,1.1747,1.3401,65.7100,112.7600,1141.6200,18.1010,0.7218
2017-09-28,0.7831,1.2473,0.9710,6.6591,1.1776,1.3435,65.4600,112.6600,1145.0800,18.2370,0.7213
2017-09-29,0.7840,1.2509,0.9688,6.6533,1.1813,1.3402,65.3000,112.6400,1142.5700,18.1480,0.7225
2017-10-02,0.7825,1.2507,0.9737,6.6533,1.1745,1.3268,65.2800,112.6000,1146.1800,18.2110,0.7201
2017-10-03,0.7828,1.2498,0.9734,6.6533,1.1759,1.3251,65.4800,112.8000,1140.5000,18.2110,0.7155
2017-10-04,0.7856,1.2479,0.9756,6.6533,1.1760,1.3268,65.0200,112.8400,1140.4400,18.2175,0.7159
2017-10-05,0.7800,1.2548,0.9792,6.6533,1.1706,1.3132,65.1400,112.7400,1139.0300,18.3145,0.7118
2017-10-06,0.7765,1.2543,0.9777,6.6533,1.1732,1.3063,65.3900,112.6800,1143.4600,18.5165,0.7092
2017-10-09,.,.,.,.,.,.,.,.,.,.,.
2017-10-10,0.7788,1.2495,0.9744,6.5712,1.1804,1.3215,65.2400,112.1500,1132.0800,18.6605,0.7077
2017-10-11,0.7781,1.2511,0.9732,6.5870,1.1847,1.3210,65.1500,112.3500,1131.0400,18.6950,0.7077
2017-10-12,0.7827,1.2470,0.9760,6.5855,1.1840,1.3174,65.0500,112.3800,1129.7100,18.7625,0.7126
2017-10-13,0.7885,1.2494,0.9745,6.5785,1.1837,1.3304,64.7000,111.9400,1125.0100,18.8890,0.7186
2017-10-16,0.7859,1.2531,0.9735,6.5885,1.1810,1.3285,64.7000,111.7200,1127.7200,19.0915,0.7181
2017-10-17,0.7833,1.2567,0.9804,6.6220,1.1754,1.3182,65.0200,112.3200,1129.8600,19.0405,0.7167
2017-10-18,0.7838,1.2473,0.9817,6.6250,1.1775,1.3183,65.0600,112.9400,1130.9400,18.9125,0.7138
2017-10-19,0.7878,1.2487,0.9751,6.6126,1.1842,1.3181,64.9900,112.5400,1129.0600,18.8390,0.7024
2017-10-20,0.7812,1.2618,0.9844,6.6185,1.1770,1.3179,65.0300,113.5000,1130.6900,19.0170,0.6959
2017-10-23,0.7807,1.2644,0.9862,6.6380,1.1762,1.3201,65.0200,113.6600,1129.7300,19.0695,0.6975
2017-10-24,0.7780,1.2660,0.9890,6.6335,1.1766,1.3124,65.1000,113.9200,1128.3600,19.1760,0.6896
2017-10-25,0.7694,1.2799,0.9888,6.6350,1.1802,1.3252,64.9200,113.7000,1126.4900,19.1000,0.6871
2017-10-26,0.7688,1.2821,0.9950,6.6392,1.1700,1.3181,64.8400,113.7200,1123.0000,19.0545,0.6860
2017-10-27,0.7660,1.2871,0.9990,6.6498,1.1580,1.3108,65.0400,113.8200,1124.7900,19.1785,0.6871
2017-10-30,0.7678,1.2835,0.9969,6.6498,1.1626,1.3195,64.8300,113.2600,1124.7900,19.1655,0.6869
2017-10-31,0.7668,1.2894,0.9968,6.6328,1.1648,1.3281,64.7500,113.6300,1115.6800,19.1290,0.6850
2017-11-01,0.7676,1.2890,1.0014,6.6018,1.1618,1.3257,64.5600,114.0400,1110.0300,19.1350,0.6896
2017-11-02,0.7722,1.2808,0.9977,6.6068,1.1672,1.3068,64.5700,113.8400,1111.5400,19.0065,0.6922
2017-11-03,0.7650,1.2769,1.0002,6.6360,1.1616,1.3067,64.5600,114.2500,1114.8600,19.1890,0.6909
2017-11-06,0.7673,1.2740,0.9990,6.6311,1.1600,1.3145,64.6200,113.9000,1110.0900,19.0800,0.6914
2017-11-07,0.7637,1.2791,0.9996,6.6380,1.1577,1.3152,65.0300,113.9000,1113.1000,19.1420,0.6900
2017-11-08,0.7677,1.2727,0.9997,6.6249,1.1591,1.3108,64.9400,113.6200,1111.1400,19.0705,0.6921
2017-11-09,0.7668,1.2693,0.9958,6.6378,1.1648,1.3133,64.9600,113.4000,1118.1300,19.0670,0.6952
2017-11-10,.,.,.,.,.,.,.,.,.,.,.
2017-11-13,0.7622,1.2735,0.9975,6.6385,1.1656,1.3101,65.4600,113.6200,1119.9600,19.1675,0.6898
2017-11-14,0.7628,1.2731,0.9914,6.6350,1.1764,1.3128,65.4100,113.5000,1113.6500,19.1455,0.6883
2017-11-15,0.7576,1.2783,0.9902,6.6200,1.1794,1.3165,65.2600,113.1500,1103.9000,19.2565,0.6873
2017-11-16,0.7590,1.2736,0.9926,6.6273,1.1772,1.3197,65.3200,112.8900,1094.4900,19.1005,0.6861
2017-11-17,0.7563,1.2785,0.9882,6.6245,1.1799,1.3222,65.0100,111.9800,1093.1500,18.9275,0.6812
2017-11-20,0.7551,1.2795,0.9923,6.6245,1.1741,1.3241,65.1000,112.4900,1093.1500,19.0320,0.6812
2017-11-21,0.7582,1.2768,0.9916,6.6265,1.1741,1.3232,64.9100,112.4600,1088.1000,18.8045,0.6836
2017-11-22,0.7591,1.2728,0.9838,6.6086,1.1789,1.3291,64.8700,111.6200,1085.6600,18.7045,0.6861
2017-11-23,.,.,.,.,.,.,.,.,.,.,.
2017-11-24,0.7619,1.2705,0.9788,6.5998,1.1936,1.3336,64.6700,111.5400,1082.5900,18.5200,0.6885
2017-11-27,0.7605,1.2745,0.9804,6.5967,1.1911,1.3333,64.4700,111.0000,1088.3600,18.5405,0.6909
2017-11-28,0.7617,1.2804,0.9831,6.6044,1.1878,1.3231,64.4000,111.1300,1079.8700,18.5775,0.6932
2017-11-29,0.7572,1.2850,0.9837,6.6091,1.1858,1.3436,64.2900,111.7500,1079.3300,18.5125,0.6898
2017-11-30,0.7572,1.2884,0.9838,6.6090,1.1898,1.3506,64.4600,112.3000,1084.7900,18.6335,0.6850
2017-12-01,0.7624,1.2705,0.9762,6.6137,1.1910,1.3505,64.5000,111.8800,1082.3600,18.6200,0.6892
2017-12-04,0.7598,1.2696,0.9858,6.6185,1.1848,1.3465,64.3600,112.8000,1082.3600,18.6575,0.6846
2017-12-05,0.7606,1.2690,0.9868,6.6170,1.1820,1.3450,64.3800,112.7600,1086.8500,18.7150,0.6879
2017-12-06,0.7565,1.2788,0.9904,6.6136,1.1788,1.3382,64.5300,112.3200,1094.5500,18.8895,0.6880
2017-12-07,0.7526,1.2832,0.9921,6.6173,1.1790,1.3432,64.5700,112.7000,1090.6800,18.9365,0.6846
2017-12-08,0.7507,1.2867,0.9928,6.6199,1.1761,1.3367,64.4300,113.5500,1092.0300,18.9560,0.6845
2017-12-11,0.7540,1.2845,0.9900,6.6175,1.1802,1.3363,64.3500,113.3400,1092.0300,18.9650,0.6919
2017-12-12,0.7550,1.2884,0.9926,6.6210,1.1725,1.3323,64.3900,113.6200,1090.0900,19.1840,0.6928
2017-12-13,0.7605,1.2872,0.9894,6.6171,1.1762,1.3365,64.4500,113.1900,1088.0100,19.1400,0.6988
2017-12-14,0.7672,1.2849,0.9900,6.6091,1.1778,1.3440,64.3600,112.5600,1088.0900,19.1030,0.6990
2017-12-15,0.7646,1.2846,0.9903,6.6088,1.1778,1.3316,64.0400,112.6800,1086.3900,19.1160,0.7002
2017-12-18,0.7675,1.2856,0.9856,6.6088,1.1804,1.3398,64.2300,112.4000,1084.2800,19.0335,0.7011
2017-12-19,0.7652,1.2900,0.9857,6.6088,1.1822,1.3356,64.0200,112.9800,1084.2900,19.2150,0.6986
2017-12-20,0.7673,1.2846,0.9859,6.5771,1.1881,1.3408,64.1100,113.2900,1078.1400,19.2130,0.6984
2017-12-21,0.7703,1.2717,0.9890,6.5833,1.1872,1.3372,64.0200,113.4200,1078.0800,19.3825,0.7020
2017-12-22,0.7713,1.2748,0.9898,6.5750,1.1839,1.3379,64.0200,113.3000,1076.8700,19.5905,0.7015
2017-12-25,.,.,.,.,.,.,.,.,.,.,.
2017-12-26,0.7728,1.2685,0.9891,6.5429,1.1867,1.3369,64.0800,113.2000,1073.7500,19.7325,0.7034
2017-12-27,0.7772,1.2645,0.9870,6.5560,1.1902,1.3403,64.1500,113.2800,1073.1300,19.7245,0.7069
2017-12-28,0.7793,1.2586,0.9774,6.5322,1.1952,1.3450,64.0700,112.8500,1068.6400,19.7160,0.7089
2017-12-29,0.7815,1.2517,0.9738,6.5063,1.2022,1.3529,63.8300,112.6900,1067.4200,19.6395,0.7100
2018-01-01,.,.,.,.,.,.,.,.,.,.,.
2018-01-02,0.7824,1.2507,0.9718,6.4910,1.2050,1.3596,63.4600,112.1800,1059.3900,19.4840,0.7106
2018-01-03,0.7840,1.2534,0.9762,6.5010,1.2030,1.3522,63.5000,112.2800,1063.1100,19.3680,0.7104
2018-01-04,0.7856,1.2522,0.9753,6.4915,1.2064,1.3539,63.4000,112.7800,1061.5000,19.2540,0.7145
2018-01-05,0.7859,1.2396,0.9752,6.4875,1.2039,1.3562,63.3800,113.1800,1060.0700,19.2392,0.7170
2018-01-08,0.7838,1.2424,0.9762,6.4970,1.1973,1.3566,63.4800,113.0800,1066.2600,19.2200,0.7182
2018-01-09,0.7822,1.2457,0.9832,6.5263,1.1922,1.3518,63.6600,112.5700,1068.8000,19.3060,0.7180
2018-01-10,0.7841,1.2485,0.9780,6.5055,1.1958,1.3513,63.5800,111.4800,1067.5500,19.2290,0.7188
2018-01-11,0.7885,1.2526,0.9748,6.4956,1.2035,1.3543,63.6500,111.3500,1062.6700,19.3245,0.7244
2018-01-12,0.7886,1.2517,0.9713,6.4607,1.2130,1.3689,63.6100,111.2300,1062.0900,19.0535,0.7239
2018-01-15,.,.,.,.,.,.,.,.,.,.,.
2018-01-16,0.7958,1.2422,0.9618,6.4395,1.2244,1.3774,64.0100,110.7400,1064.1900,18.8600,0.7275
2018-01-17,0.7982,1.2443,0.9616,6.4330,1.2229,1.3824,63.8800,110.8100,1066.7200,18.6280,0.7292
2018-01-18,0.7993,1.2442,0.9586,6.4175,1.2238,1.3889,63.8700,110.8800,1069.3500,18.6545,0.7311
2018-01-19,0.8001,1.2456,0.9612,6.3990,1.2238,1.3857,63.8400,110.5600,1065.8100,18.5870,0.7285
2018-01-22,0.8004,1.2460,0.9636,6.4035,1.2230,1.3944,63.8800,111.1500,1068.0600,18.7425,0.7311
2018-01-23,0.7984,1.2455,0.9598,6.4000,1.2277,1.3968,63.7600,110.4600,1072.5900,18.7665,0.7345
2018-01-24,0.8066,1.2357,0.9452,6.3650,1.2390,1.4198,63.6900,109.1500,1065.3900,18.5315,0.7407
2018-01-25,0.8089,1.2315,0.9357,6.3189,1.2488,1.4264,63.5200,108.7000,1057.5700,18.4880,0.7371
2018-01-26,0.8105,1.2320,0.9342,6.3199,1.2422,1.4179,63.5800,108.3800,1064.1200,18.5080,0.7348
2018-01-29,0.8089,1.2339,0.9380,6.3328,1.2352,1.4042,63.5700,109.1200,1071.2800,18.5875,0.7308
2018-01-30,0.8076,1.2340,0.9355,6.3199,1.2390,1.4124,63.6500,108.9000,1073.6100,18.6950,0.7334
2018-01-31,0.8069,1.2293,0.9321,6.2841,1.2428,1.4190,63.5800,109.3100,1068.3300,18.6215,0.7372
2018-02-01,0.8028,1.2280,0.9288,6.2969,1.2482,1.4247,63.9700,109.5000,1069.3300,18.3600,0.7398
2018-02-02,0.7929,1.2393,0.9320,6.2984,1.2446,1.4126,64.1100,110.4000,1086.2100,18.5465,0.7304
2018-02-05,0.7926,1.2483,0.9366,6.2850,1.2418,1.4022,64.0600,110.0900,1086.7900,18.5925,0.7292
2018-02-06,0.7877,1.2537,0.9368,6.2830,1.2381,1.3951,64.2300,109.1800,1081.2000,18.6940,0.7306
2018-02-07,0.7842,1.2545,0.9438,6.2649,1.2281,1.3881,64.2300,109.5300,1082.5600,18.6450,0.7281
2018-02-08,0.7789,1.2603,0.9386,6.3222,1.2238,1.3915,64.2700,109.0000,1093.0400,18.9010,0.7206
2018-02-09,0.7809,1.2599,0.9393,6.2966,1.2226,1.3794,64.3700,108.4400,1087.9900,18.8815,0.7252
